[0:00:26] ryokucha112233: やあ
[0:14:22] t2ba8a: えっど
[0:14:22] dddschool: それでいいし
[0:14:23] たこのあお: ATMだしな
[0:14:24] ぱんふぁい: wwwwww
[0:14:25] popopo2611: www
[0:14:29] civicool: さ、ぎし
[0:14:29] manon4649: 今日の現染色剤
[0:14:33] fw126: よくいった
[0:14:36] osyoyuyasan: わかってるよ。そんなの。廃棄食材の気持ちがわかるか？
[0:14:37] mhwr83: なるほど！
[0:14:41] king_macky: 港区女子食べれるくらいお金持ってたら大したもんだよ
[0:14:42] astonage: おっそうだな
[0:14:45] ko_wab: 逃げるな
[0:14:45] stable_diffusion_master: 言わないんかいｗ
[0:14:48] はまオジ: したり顔やめてねｗ
[0:14:49] dunas1833: 顔ｗ
[0:14:50] 仲根にど: ちゃねが奢ってやるから会おうぜとか言わないもの
[0:14:51] のむのむの: これAIだろ？
[0:14:53] kurusyuta: こーんけーんきー
[0:14:53] sin_key_law: 海外ってペットショップないんや初めて知った
[0:14:54] kibidango551: にげるな
[0:14:55] みわ5: 今日の説法
[0:14:56] civicool: 責任は負わない
[0:14:57] luke_cloudy: 熱弁
[0:14:57] syuimee: 笑
[0:14:57] ぱんふぁい: 諸刃の刃じゃんwww
[0:14:59] ポニーテールしたメダカ: お金も武器の一つじゃないんですか？
[0:14:59] scrapcrafter25: www
[0:14:59] 村人の民: なんか音ズレてる？
[0:15:00] おにぎり4216: 久しぶりに配信来たらなんかすげーこと言ってる
[0:15:00] haluaoi: 金払ってパパに相応しいか選別されてるんだよ
[0:15:01] あき_유: 逃げまくってるw
[0:15:04] syuimee: けんき説法
[0:15:06] astonage: 譲渡やね
[0:15:08] stable_diffusion_master: へー
[0:15:13] petbottle429: 結局何も言っていなくて草
[0:15:20] sin_key_law: ほー
[0:15:22] carry_on_my_way: 法律で禁止されてるとこもあるよね
[0:15:22] hiyokko3: へえ
[0:15:23] osyoyuyasan: ブリーダー
[0:15:25] まぐろさん_: 海外はどうやってペット見つけるの？
[0:15:27] はまオジ: じゃあ犬猫飼いたいってなったらブリーダーさんにお願いするしかないのか？
[0:15:29] 七二六: お腹すいた。港区女子食べたい
[0:15:34] sa1ga_hsg: ホームレスから犬、金でくれってやつ胸糞わるい
[0:15:41] 仲根にど: 日本も近い未来になくなるよ
[0:15:45] はまオジ: ゆ、にゅう
[0:15:45] 村人の民: ソープと同じ原理?
[0:15:46] ko_wab: 海外は森走り回ってペット捕まえてるよ
[0:15:46] king_macky: 愛護すべきものであって商売の道具ではないという考え方
[0:15:48] SIKABANE173: 無くなることで野に放たれる犬猫がいるんならペットショップありでもいいよ
[0:15:53] ぱんふぁい: 闇
[0:15:55] ポニーテールしたメダカ: 海外のセレブで柴犬流行ってる理由ってそれ？
[0:15:55] ナックちゃん: こんけんき
[0:15:57] anti0124: 純血って体弱いよ
[0:16:06] syuimee: うん
[0:16:07] はまオジ: そ、ばる・・・
[0:16:07] osyoyuyasan: ダブスタ野郎ゆるせねぇ
[0:16:08] Pepsi_is_great: kenkiKota
[0:16:10] scrapcrafter25: うん
[0:16:11] murasima: 大事にしてるならええやろ
[0:16:12] alfredo_the_meat_boy___: んんーまにょう
[0:16:15] アルコール中毒者: 誰かの庭から貰ってくるじゃね
[0:16:15] k2xyy: 海外はだから犬猫の盗難が多いらしいね
[0:16:16] たこのあお: 枠開いてブリッダーは海外だとどうなんですか
[0:16:17] kibidango551: kenkiKota「もっと飯よこせ」
[0:16:18] ぱんふぁい: 〈個人の意見です〉
[0:16:24] ワンダ777: 海外は基本保健所、譲与会だよ
[0:16:36] はまオジ: マンチカンとか足が短い猫とかもあえてそういう交配されてるしな
[0:16:36] mikan498: 近親交配が多いからな
[0:16:36] stable_diffusion_master: インブリード繰り返してるのか
[0:16:43] 仲根にど: 犬猫自体には出自がペットショップでも罪はないからね
[0:16:47] 村人の民: 偶然他の国から買ってきた犬飼ってるひとからお金を上げて譲渡してる
[0:16:48] osyoyuyasan: 純潔じゃない港区女子が長く生きるのはそういう事か
[0:16:50] kibidango551: 汚れた血の方がいいってこと？？
[0:16:51] 霧弐水華: こんけんき
[0:16:52] astonage: ハプスブルク
[0:16:54] syuimee: 生き物としての、か
[0:16:55] がはは_: 顎が伸びる
[0:16:59] imokenpi_hiro: 魔法使いも近親相姦か？
[0:16:59] こみクッキー: スコティッシュフォールドの純血は半分の確率で病気になるんだってね
[0:16:59] haluaoi: 人間もハーフのが寿命長いの？
[0:17:00] 仲根にど: 雑種は強いぞ
[0:17:05] 8818papaiya: 生物の生殖は多様性があってこそだからね
[0:17:06] king_macky: 近親交配の弱さは競走馬の世界が証明してる
[0:17:12] みわ5: スコは大変
[0:17:19] dunas1833: 競走馬のアウトブリードの方が丈夫ってのと同じようなもんか
[0:17:23] imokenpi_hiro: ハリーよりハーマヨニーのほうが強いのもそういうことか
[0:17:24] metal_sasami: あぅるくん
[0:17:27] aserora1gou: どっかの遺伝子がかけるんだよね
[0:17:27] manon4649: 雑多交配の強さよな
[0:17:27] sin_key_law: ガチ純血の魔法族は滅んだ設定だゾ
[0:17:29] ポニーテールしたメダカ: 人間はハーフのほうが寿命短いって聞いたことある
[0:17:30] alfredo_the_meat_boy___: eclips192SpyNoScold eclips192SpyNoScold
[0:17:30] Rou49671: ハプスブルク家は顎が長い
[0:17:33] はまオジ: 恐竜も腰痛持ちだったとかいう学説出てきてたな
[0:17:34] なっしー0812: 人間もアゴ長くなったりするし
[0:17:36] alfredo_the_meat_boy___: こんけんき
[0:17:41] civicool: ハリーは純潔ではない
[0:17:43] ワンダ777: それに比べて豚、牛は丈夫だな
[0:17:49] haluaoi: 小型犬と大型犬のミックスは交配に闇を感じる
[0:17:55] imokenpi_hiro: ハリー純血じゃないん
[0:17:56] はまオジ: 半純潔のプリンス
[0:17:58] 村人の民: Mr beastが犬の譲渡して十万ドルもあげるのは合法なのか
[0:17:59] hageronymus: 肌が青くなった人間もいますぞ
[0:18:01] astonage: 悟飯も優秀だしな
[0:18:01] omacom_g: にゃるほど
[0:18:05] petbottle429: マルフォイ；；
[0:18:06] scrapcrafter25: なるほどね
[0:18:08] ayayan11: ドラゴンボールでも孫悟飯純血
[0:18:09] cokeandburger12: ロン BibleThump
[0:18:10] doopee3: フォイ
[0:18:11] kibidango551: フォイ😢
[0:18:12] swktm: 朝倉未来はベビの血が入ってるらしい
[0:18:13] imokenpi_hiro: それはしらなかった
[0:18:14] manon4649: 事実を反映してるのか
[0:18:21] いいこと: けんきは純血なん？
[0:18:23] SIKABANE173: 遺伝子すら多様性
[0:18:25] アルコール中毒者: 片親もそうなん？
[0:18:25] はまオジ: 詐欺師
[0:18:26] scrapcrafter25: は？
[0:18:27] potatodrink9: こんけんきー
[0:18:28] らあすと: うっわ
[0:18:29] sin_key_law: フォイも実際は純血じゃないから安心してほしい
[0:18:29] civicool: は？
[0:18:29] manon4649: はあ？
[0:18:30] morimori03020320: いつもの
[0:18:30] のむのむの: ハリーの親父はkz野郎だしな
[0:18:30] MrYasu02: 詐欺師の手口
[0:18:30] オレンジ野郎: は？
[0:18:31] 暇猿01: ダンブルドアも混血
[0:18:31] 赤カブト: ゲゲゲの鬼太郎もそうです
[0:18:31] ginji0222: 俺もO型とA型の純血なのに...
[0:18:32] まぐろさん_: でもロンはチェスが得意だからワース
[0:18:32] ふみふみと: は？
[0:18:32] petbottle429: あ
[0:18:32] kibidango551: けんきは朝廷の血がはいってるんですよね？
[0:18:33] ぱれっとクオリア: 詐欺師
[0:18:33] syuimee: うっわ
[0:18:34] hamuta_fl: あ
[0:18:34] nana_o3_08: 😠
[0:18:35] ぱんふぁい: はぁ
[0:18:35] ポニーテールしたメダカ: ダンブルドアは純潔じゃない
[0:18:35] はいじんちゃん: わかっていたよ
[0:18:36] imokenpi_hiro: 虚言のやめろ
[0:18:37] kuria0712: いつもの詐欺師
[0:18:37] astonage: うーん知らんからなるほどとはならんかったなぁ
[0:18:37] こみクッキー: 詐欺師
[0:18:38] omacom_g: 純血種ほど騙されるんか
[0:18:38] king_macky: 口先だけで喋るな
[0:18:39] 8_matuyu: karubisUooo karubisUooo karubisUooo
[0:18:39] manzu1010: 詐欺師
[0:18:40] damakuma: 流石詐欺/師
[0:18:41] モイ11: ぽいこというの上手いね
[0:18:41] ダンデり: 純潔じゃないよヴォルデモート
[0:18:42] はまオジ: ヴォルデモートは半純潔じゃなかったっけ
[0:18:42] ふみふみと: 詐欺師
[0:18:43] やまだニキ: こんけんき
[0:18:43] bazz710: 詐欺師め
[0:18:43] ko_wab: 魔法使い同士だったら近親相姦扱いは無理過ぎるｗ
[0:18:44] as4kura3: 詐欺師適正アリ
[0:18:44] ayayan11: ボルデモートは半純血やった
[0:18:44] carry_on_my_way: さ、ぎし
[0:18:44] haluaoi: 違うよ
[0:18:46] Pepsi_is_great: ハリー・ポッターはそもそも創作やろ
[0:18:47] luke_cloudy: 詐欺師やめてね
[0:18:48] 8818papaiya: けんきは詐欺師と政治家のハーフだよ
[0:18:50] hiyokko3: けんき、おれくやしいよ
[0:18:51] potatodrink9: この世は混血だらけだろ
[0:18:51] manon4649: 教祖誕生
[0:18:53] のむのむの: 詐欺師の手口
[0:18:53] sasamidango: サイヤ人も純血よりハーフのほうが強いって悟空も言ってた
[0:18:53] alfredo_the_meat_boy___: は？みるのやめるわ lovedHeart
[0:18:55] 暇猿01: ヴォルデモートも混血
[0:18:59] manzu1010: tororoxMonkaS tororoxMonkaS tororoxMonkaS tororoxMonkaS
[0:19:01] kai0plusc: 劣性遺伝子が増加していったりしてプールが小さくなって勝手に絶滅の渦になっていくからなぁ
[0:19:02] murasima: 中田敦彦
[0:19:02] haluaoi: ボルデモートエアプやめてね
[0:19:03] のむのむの: メンタリスト
[0:19:03] ポニーテールしたメダカ: 西の
[0:19:05] セッター: けんき
[0:19:07] ヤヤトゥーレ: 布団ちゃん
[0:19:07] doopee3: ヴォルデモート純血じゃないからあってるぞ
[0:19:08] とろたまうどん: 悟飯は悟空より強いしな
[0:19:09] 赤カブト: けんき
[0:19:09] alfredo_the_meat_boy___: lovedWiggle
[0:19:11] omacom_g: 証明されてるやん
[0:19:13] Rou49671: 勢いで論破しようとするのやめて
[0:19:15] らあすと: 終わってるメンバー
[0:19:18] SIKABANE173: なんだっけそれの現象に名前なかった
[0:19:18] ginji0222: 魔の173
[0:19:19] MrYasu02: なんとなく173cm変なやつ多い
[0:19:20] のむのむの: けんき
[0:19:20] ko_wab: 流石にこれは事実
[0:19:21] kibidango551: 1993年5/21 京都府山科区生まれは詐欺師が多い
[0:19:21] damakuma: 実証されている
[0:19:22] ryozzz7: ^ ^
[0:19:23] nana_o3_08: 173センチって測った時何歳だったの？
[0:19:24] civicool: そもそも身長も詐欺
[0:19:26] はまオジ: Q.E.D 証明終了
[0:19:28] alfredo_the_meat_boy___: eclips192ChainsawPochita
[0:19:28] Rou49671: 危機感持ったほうがいい？
[0:19:28] いいね_ボット: 俺もだ。。。
[0:19:30] thanks_good: でも人権あるじゃん
[0:19:30] manon4649: 5大口ばっか男
[0:19:34] ぱんふぁい: 詐欺の5人
[0:19:36] なっしー0812: それも思いついたやつ？
[0:19:36] alfredo_the_meat_boy___: eclips192SpyNoScold
[0:19:38] sin_key_law: よかった174cmで
[0:19:39] kira3017: 171
[0:19:40] ぺぷすぃ: 平均身長
[0:19:45] king_macky: 血液型占いが通用するなら173詐欺師説も通用するよ
[0:19:45] ko_wab: 平均じゃなくて最頻じゃないと意味なくない？
[0:19:45] はまオジ: 謎キャン
[0:19:46] lerthd: 171やで
[0:19:46] 8818papaiya: 母数が多いからやべー奴も多い
[0:19:48] 赤カブト: 調べるな
[0:19:48] haluaoi: 171くらいやな
[0:19:48] MrYasu02: 168~172かな
[0:19:48] kai0plusc: へーじゃぁけんき詐欺師も確証
[0:19:49] のむのむの: あっ
[0:19:49] いいこと: けんきも173cmやんけ
[0:19:50] オレンジ野郎: よかった177で
[0:19:51] じゅんじゅん810: こんけんき
[0:19:51] syuimee: だよな
[0:19:51] kurusyuta: 蛇足が生きてるか死んでるか賭けようぜ！
[0:19:52] はまオジ: そこも詐欺です、と
[0:19:54] drakecorsair0801: 俺ガチ174だけどそんな風に思われてるんだ
[0:19:56] omacom_g: じゃあ173には注意しないと
[0:19:56] oshirosan: ぎり勝ったぞおおおおおおお
[0:19:59] petbottle429: こたぁ
[0:20:00] kuria0712: こたー
[0:20:02] らずきち: かわいいなあ
[0:20:05] 仲根にど: 俺230センチで良かった
[0:20:05] はまオジ: おはペロペロペロ
[0:20:07] eio_two: 今若い子の身長縮んでるらしいね
[0:20:09] tnk1225: おはよ
[0:20:09] のむのむの: こたでごまかすけんき
[0:20:10] sa1ga_hsg: ぺろぺろかわいい
[0:20:10] はいじんちゃん: 1センチ足りんわあ、人権ないかぁ
[0:20:10] 悪魔的うたのさん_たいら: こたあああ
[0:20:11] scrapcrafter25: 170、5 です BibleThump
[0:20:11] MrYasu02: うんぱくはしてないか？
[0:20:11] potatodrink9: こたおはよー
[0:20:12] nana_o3_08: 可愛いね〜
[0:20:12] king_macky: はいかわいい
[0:20:12] stg_satoshi: こたつ
[0:20:13] anti0124: こたは純血？
[0:20:22] murasima: かわいい
[0:20:22] kibidango551: kenkiKota 「今日は味しねぇな」
[0:20:24] scrapcrafter25: こたぁかわいい！
[0:20:25] 赤カブト: かわいい
[0:20:26] astonage: 寝転がるか
[0:20:27] のむのむの: ぱ、ぱ
[0:20:30] はまオジ: パパの腰ならええか
[0:20:31] ダンデり: 矛盾
[0:20:32] aserora1gou: かわい
[0:20:35] ayayan11: 前髪も前立腺も悪いのに
[0:20:36] bazz710: こたぁ
[0:20:36] 8818papaiya: お前も寝ろよ
[0:20:36] ぱんふぁい: パパー
[0:20:38] imokenpi_hiro: 最近ネコミーム流行ってるのなんでなん
[0:20:38] はまオジ: 父の腰痛
[0:20:41] syuimee: パパー
[0:20:42] kuria0712: 飼育員だよ
[0:20:42] kibidango551: ペットだよ
[0:20:43] omacom_g: ぺろぺろASMR
[0:20:44] rokurokusou: 日本人小さいな
[0:20:44] carry_on_my_way: けんきだよ
[0:20:45] alfredo_the_meat_boy___: かわいいなあ
[0:20:47] 仲根にど: 父の腰
[0:20:48] ginji0222: ままは？
[0:20:48] scrapcrafter25: けんきぱぱー
[0:20:48] 暇猿01: ペットかも
[0:20:49] potatodrink9: こたのペット
[0:20:49] nana_o3_08: ボンドルドです
[0:20:49] drakecorsair0801: ぱぱ まま ごはん たべたい
[0:20:50] 8818papaiya: 下僕だよ
[0:20:50] manzu1010: 父の腰
[0:20:50] みわ5: 餌係
[0:20:52] jpbroinjp: アジバニ見てきた
[0:20:52] haluaoi: パパ活イヌ
[0:20:54] とろたまうどん: こたのパパ活
[0:20:54] MrYasu02: 背中
[0:20:54] ko_wab: ご飯くれるおじさん
[0:20:55] アルコール中毒者: 非常食
[0:20:55] kai0plusc: けんきって犬？
[0:20:55] sin_key_law: ペットでしょ
[0:20:56] オレンジ野郎: 飼育員さん
[0:20:57] はまオジ: いつからペットを飼っていると錯覚していた？
[0:20:58] astonage: 変な奴
[0:20:59] Rou49671: 愛ですよ
[0:21:01] alfredo_the_meat_boy___: かわいいからだよ eclips192Chipichapa
[0:21:03] damakuma: 餌係
[0:21:03] roujint0521: 扶養者
[0:21:04] toumine: でっかいいぬだよ
[0:21:04] bazz710: こたに対しても詐欺する
[0:21:05] 悪魔的うたのさん_たいら: 猫ミームはユニ？さんていうVチューバーが発端
[0:21:09] セッター: 全部ろじゃすのせいだよ
[0:21:13] hamuta_fl: 港区犬！？
[0:21:15] オレンジ野郎: 片親にパパいるの？
[0:21:15] king_macky: こたの背中
[0:21:16] えにくすさん: けんきが飼われてるんだよな
