[0:01:13] Fred_worth: れおな？
[1:18:06] 腫れカス大好き: あとウェーブクリアもかなりつよい
[1:18:18] 黒霧くろくま: 相手にダッシュ持ち居ると死ぬほど刺さる
[1:18:29] acpdata: ブリンクアンチのEがかなりop
[1:18:42] カサエル: フェイどうよ
[1:18:43] konamin_: あとはEの範囲が思ったより短くて前にでがち（個人談）
[1:18:51] 腫れカス大好き: ウェーブ速攻で食ってロームするキャラだねタリヤは
[1:19:02] konamin_: ティファニーでもそう思ってるよ
[1:19:08] 腫れカス大好き: そういえばそんなコラボあったね
[1:19:20] konamin_: 場違いすぎてむずむずしたぞ
[1:19:21] 腫れカス大好き: あるわけないw
[1:19:22] ajifly9518: ユニクロくらいなら
[1:19:34] tak1on_: セールの招待状きたら行くくらい
[1:19:43] 腫れカス大好き: 1番安いのでいくらすんの
[1:19:44] asasa12312: 池袋の冷やかしでいったことある
[1:19:52] konamin_: ｗｗｗｗｗｗｗ
[1:19:55] 黒霧くろくま: ｗｗｗ
[1:20:00] ashmocho: ちゃんと敷居高い
[1:20:00] asasa12312: ｗｗｗ
[1:20:08] muto_6: 気のいい外国人の兄ちゃんもいるぞ
[1:20:13] 腫れカス大好き: 実際そうやって変な客弾いてるから成功でしょw
[1:20:16] 0130_ally_yasuo: 次郎はルイヴィトンだった・・・？
[1:20:24] あきじょ: ニンニク入れますか？
[1:20:26] konamin_: 銀座のところとかそうよなたしか
[1:20:29] pandemic427: 宝石並の価値があるからしゃーない
[1:20:31] tak1on_: 冷やかしだってバレたのか？
[1:20:39] MZM_Omochi: 次郎系ルイヴィトン
[1:20:48] konamin_: タムケンかってえ
[1:21:19] hal_1ch: KERIA GIGACHAD
[1:21:24] 腫れカス大好き: エイトロうますぎだろこれ
[1:21:28] konamin_: たまーにいる
[1:21:29] acpdata: 大体の人は服装で判断するけど時計で判断するよ
[1:22:00] 腫れカス大好き: まぁよくないね
[1:22:01] 黒霧くろくま: 転売ヤーの下請け労働者じゃない？
[1:22:09] konamin_: 邪魔なのわかる
[1:22:23] おリお: 転売勢だと思われる
[1:22:25] renminl: 小学生の頃買わないのに試食友達とめっちゃ食ってた
[1:22:25] 腫れカス大好き: プレミア価格で空売りして売れたら買いに来るんじゃない？
[1:22:59] 腫れカス大好き: だるいなーそれは
[1:23:00] konamin_: 電車の中も最近おらん？
[1:23:05] おリお: へーそうなんだだるいね
[1:23:34] pandemic427: TPOとか身だしなみとかね？
[1:23:40] おリお: 日本特有な観光地とかはわかるけどセレクトショップにいるんだねえ
[1:23:42] 黒霧くろくま: 周り見ないの嫌やな
[1:23:49] tak1on_: 海外のやつ無賃乗車でどこまでいけるかとかやってるよな
[1:23:53] 腫れカス大好き: しゃるる杯みた？
[1:24:00] simneeto: 良かった今何言ってんだおぼも同じ配信者じゃんっておもちゃったｗ
[1:24:07] 瀬名澄子: 先週、京都旅行に行ったけど、マナーいい人しかいなかったよ
[1:24:18] asasa12312: なぜか絶対怒られても謝らないんだよな
[1:24:27] konamin_: ｗｗｗｗｗｗｗ
[1:24:29] 腫れカス大好き: 京都旅行は実際治安良さそう
[1:24:30] おリお: ｗｗｗｗ
[1:24:32] konamin_: 渋谷はまじで終わってるのはそうｗ
[1:24:42] OldTypeOji: しぶや、スクランブルの中央で止まって、赤信号でも撮影しとるやつおるな
[1:24:45] hal_1ch: 赤い封筒落ちまくってるってまじ？
[1:24:55] pandemic427: 渋谷ヤバい奴しかいねえやん
[1:25:10] konamin_: 美味しいご飯屋さんたくさんあるのに客層が終わってる
[1:25:22] nier218: モラルってがちで重要
[1:25:28] 腫れカス大好き: そこそこ生活に余裕がある人が趣味で行くような場所は旅行先として治安いいだろうな
[1:25:45] konamin_: 池袋も最近終わってるけど、直接的なのあんまないからちょうどいい
[1:25:48] おリお: 人多いと相対的にどしてもねえ
[1:25:49] asasa12312: 池袋ちょうどいいは本当
[1:25:52] atomic4807: 池袋好き
[1:25:58] OldTypeOji: 池袋も北口はあかんやろ
[1:26:02] 腫れカス大好き: ワイはオタクだから秋葉と新宿が落ち着く
[1:26:05] asasa12312: 新宿はこええよ
[1:26:05] おリお: 池袋ってほんのり田舎感あるよね
[1:26:07] konamin_: あれはそういう場所
[1:26:15] 黒霧くろくま: 渋谷はもう人多すぎて寄りたくもないなぁ
[1:26:40] simneeto: 神泉とかね
[1:26:59] 瀬名澄子: 空気も悪かったな、渋谷
[1:27:13] asasa12312: どうなってんねーん
[1:27:15] hal_1ch: ええ...
[1:27:18] 腫れカス大好き: おしーー
[1:27:25] 腫れカス大好き: なんならペンタあったかw
[1:27:28] konamin_: エイトロはやくきえてくれ
[1:27:32] おリお: ワールドエンダー未遂
[1:27:34] pandemic427: ゲーマーで人多いの好きな人の方が珍しくない？
[1:27:44] 瀬名澄子: やっぱサステインえぐいな
[1:27:44] hal_1ch: 脅威のくせに硬すぎるんだよ
[1:28:02] おリお: タムケン強すぎでしょ
[1:28:06] 黒霧くろくま: かってぇｗ
[1:28:07] asasa12312: タムケンって実は最強で
[1:28:07] konamin_: け、けりあ…？
[1:28:07] pandemic427: タムケンチ！？
[1:28:14] muto_6: セナの飯食って太ってるからね
[1:28:21] 瀬名澄子: なんで残ったタムケン笑
[1:28:38] 腫れカス大好き: セナタムサイコー
[1:28:47] hal_1ch: 2コアでこんな硬いんだね
[1:28:47] simneeto: とはいえ行けるって判断は普通出来ないよねｗ
[1:28:50] konamin_: タムケンは強くなるけど、それにしてもケリアがうまいのもあるよｗ
[1:28:57] dkfanboy3: ケミテックが悪さしてる
[1:28:59] pandemic427: あと何気に外れドラソウルも効いてそう
[1:29:03] まろのすけ: 断食セナ普通のadより少しパワー下がる分サポが強くなる
[1:29:07] sukkyofff: タムケンサポアイテム持ってないしな
[1:29:23] 腫れカス大好き: おしーあと1人スイートスポット当たってたらペンタかもいまの
[1:29:42] hal_1ch: 別にブラッドソングイかれてるからパワーは落ちないんじゃない？
[1:29:50] 腫れカス大好き: 実際エイトロなんかスキル当てるかどうかでしかない
[1:30:10] asasa12312: 国内？
[1:30:14] pandemic427: 神戸
[1:30:15] pHamoon: 花粉ないとこ
[1:30:17] sukkyofff: ブラッドソング1コア分ありそう
[1:30:31] konamin_: この時期に外からでたいってならない
[1:30:31] りゅーとき: 国内温泉かな
[1:30:34] 腫れカス大好き: 韓国はルール違反か
[1:30:36] asasa12312: うまいもん食いたい
[1:30:59] pHamoon: いいね花粉なさそう
[1:30:59] 瀬名澄子: 温泉ガチで行きたいな
[1:31:00] ことみまじっく: スキー場みんなシーズン終わったと思ってるから北海道とかめっちゃ穴場だよ
[1:31:00] おリお: 花粉回避に海外行きたいけど国内なら二泊三日で温泉でだらだらちゃうか
[1:31:03] pandemic427: 花粉がないとなると東北、北海道か？
[1:31:06] wips06: 昨日静岡行ってきたけど、オフシーズンみたいで安いし豪勢だった
[1:31:08] りゅーとき: 北海道スギ花粉ないです
[1:31:08] asasa12312: 宮古島は花粉ないらしい
[1:31:10] simneeto: あるっちゃあるけど花の花粉だから気にしないでいい
[1:31:11] そーるど: 沖縄って文化的に温泉あるの？
[1:31:16] fukamaru01: ないですよ
[1:31:17] konamin_: 北海道のがないんじゃないか
[1:31:17] nueenu: 東北は今花粉ないよ。まだ寒い
[1:31:28] muto_6: 4年前くらいにキャンピングカーで四国旅行したけど楽しかった
[1:31:30] 黒霧くろくま: 北海道は白樺だけかな
[1:31:30] delta_mkr: 今沖縄観光来てる
[1:31:41] りゅーとき: 道民ですけど花粉症の人殆ど見ないです
[1:31:41] OldTypeOji: 2～5月くらいまでスギじゃなかったか
[1:31:48] sukkyofff: 北海道いいなあ
[1:31:52] dkfanboy3: 北海道って扇風機あるの？
[1:31:55] konamin_: スギがメイン 4月入るとヒノキとかもあるかな
[1:32:08] muto_6: wwwwwww
[1:32:12] simneeto: 夏は暑いだろｗ
[1:32:12] asasa12312: 深いな
[1:32:18] 黒霧くろくま: 北海道はエアコンなしで扇風機やぞ
[1:32:27] りゅーとき: 扇風機あるけどエアコン無いよ
[1:32:32] konamin_: は？
[1:32:38] 瀬名澄子: エアコンないのか
[1:32:39] muto_6: ゴキブリいるかみたいなのよく聞くけど扇風機の質問初めて聞いたわｗ
[1:32:53] 蒼紫_韓蛛俐: エアコンないとこ多いよ道民だけど
[1:32:54] pandemic427: エアコンだと冬のパワーに負ける
[1:32:57] 黒霧くろくま: 冬ストーブ夏扇風機
[1:33:02] konamin_: まじかよｗｗｗ
[1:33:04] dkfanboy3: エアコンがないんだ
[1:33:09] 腫れカス大好き: クソでかいストーブつけてるよね
[1:33:12] asasa12312: 家があったかいつくりだっけ
[1:33:12] konamin_: ストーブなん？やっぱ
[1:33:15] simneeto: へえー
[1:33:17] ajifly9518: 中央暖房みたいなのがある
[1:33:18] asasa12312: ｗｗｗ
[1:33:22] りゅーとき: ストーブ使うよ
[1:33:22] hal_1ch: www
[1:33:38] asasa12312: セントラルなんとか
[1:33:45] 腫れカス大好き: 学校のストーブみてえなガチでかいストーブ置いてあった
[1:33:52] pandemic427: でっかい灯油タンクが家に設置されてるよ
[1:33:52] konamin_: え、でも気になるけど自室とか寒くないの？
[1:33:55] simneeto: 中央暖房が分らんよｗ
[1:33:57] 餃子はニンニク増し増し: エアコンもあるけどストーブ使ってたなぁ
[1:33:58] りゅーとき: 基本賃貸にストーブ付いてたりする
[1:34:01] おリお: 北海道は断熱ガチ勢でエアコンなくて最近気温高くなり大変らしいな
[1:34:11] ranran545: セントラルヒーティングてアメリカとかにしかないもんだと思ってた
[1:34:13] konamin_: はえー
[1:34:15] 蒼紫_韓蛛俐: あと、窓が大体2重
[1:34:16] 黒霧くろくま: 自室には灯油ヒーターか電気ヒーター置くよ
[1:34:31] konamin_: ヒーター必須なんだ なるほどなぁ
[1:34:38] 瀬名澄子: マジで国違うレベルだな
[1:34:46] asasa12312: エアコンなしで夏耐えられるのうらやましい
[1:34:51] dalckey: 床暖房常備ってきいたことある
[1:34:52] りゅーとき: 最近ガスストーブ使ってて電気代よりガスのほうが安くて助かってる
[1:34:53] くまはらちゃん: おはようおっぼ
[1:35:04] reolemon: 玄関が冷蔵庫になるしな
[1:35:05] konamin_: 夏だけ北海道住みたい
[1:35:08] 腫れカス大好き: 雪かきとかも大変やしな
[1:35:16] 腫れカス大好き: てかこれインキューしてる？
[1:35:21] JaguarJunkie7bro: やっぱ寒さに強かったりするのかな？
[1:35:22] tak1on_: 寒さ対策完璧すぎて逆に寒がり
[1:35:22] yossie_jp: -10度とか普通
[1:35:24] 餃子はニンニク増し増し: 寒すぎて水道管破裂したw
[1:35:31] pandemic427: 燃料今たっけえぞwwww
[1:35:32] りゅーとき: めちゃくちゃ筋トレになるよ
[1:35:38] konamin_: 水道管破裂すんのかよｗｗｗｗ
[1:35:41] 黒霧くろくま: 雪かきは早朝から駆り出されてマジでキツイ
[1:35:50] pickaxe0000: 雪で埋まって家出れなくなりそう
[1:35:50] tonnura3280: 車の運転は絶対いやだ
[1:35:56] 腫れカス大好き: 実際無理
[1:35:58] simneeto: 沖縄は何も気にしなくて良いぞ！狭くて飽きるけど
[1:36:07] pandemic427: 旅行で行く分には良いんじゃない？
[1:36:10] 瀬名澄子: 神戸いいぞ
[1:36:12] sukkyofff: 別府いいぞ
[1:36:16] konamin_: 毎日豚骨ラーメン食べれてうまそうって思う
[1:36:18] 腫れカス大好き: 沖縄って握り拳サイズのゴキブリいるんでしょ
[1:36:21] dkfanboy3: 沖縄ってストーブあるの？
[1:36:22] ajifly9518: 福岡住だけどちょうどいいよ
[1:36:22] pandemic427: 広島もいいぞ
[1:36:23] muto_6: 福岡住んでるけど一生ここでいいやってなってる
[1:36:39] 腫れカス大好き: マジでクソでかいらしいけど
[1:36:40] simneeto: くそデカゴキブリとくそデカカタツムリいるよ
[1:36:40] asasa12312: でっか
[1:36:46] りゅーとき: ゴキブリ怖くて本州行けないｗｗｗ
[1:36:47] pandemic427: 握りこぶしサイズじゃん
[1:36:48] konamin_: それはみたことあるわ
[1:36:51] くまはらちゃん: やば
[1:36:51] 蒼紫_韓蛛俐: 北海道ゴキブリ少ないよ
[1:36:54] 黒霧くろくま: そのサイズだと動き遅そうだけどそれでも嫌だな
[1:36:54] ranran545: 流石に人住む所には出てこないやろｗ
[1:36:56] りゅーとき: でかすぎるｗｗｗ
[1:37:02] おリお: なんか東京最近Gとねずみやたらでかいのおらん？
[1:37:03] 腫れカス大好き: その点北海道のひとゴキブリ見たことすらないらしいからね
[1:37:05] reolemon: ゴキブリ存在するのか？
[1:37:05] konamin_: 新宿まじでいるんだよなこれ
[1:37:07] asasa12312: ミュートしました
[1:37:23] 腫れカス大好き: こわ
[1:37:25] おリお: こわっ
[1:37:26] 瀬名澄子: ひえ
[1:37:28] dkfanboy3: それカブトムシだよ
[1:37:29] konamin_: そこまでのはみたことねえｗｗｗｗ
[1:37:30] 黒霧くろくま: きっっっ
[1:37:32] ユッケリオン: エイリアンやん
[1:37:39] pantyaaaaa: テラフォーマーズの始まり
[1:37:39] tonnura3280: ひっ
[1:37:43] nier218: ゴキブリと目会うの嫌過ぎる
[1:37:49] simneeto: 渋谷とか小さい猫くらいのネズミいるよね
[1:37:52] おリお: 変な進化やめてくれ
[1:37:56] ranran545: 終わり
[1:38:03] reolemon: どうやって処理したんだ？
[1:38:03] 腫れカス大好き: 渋谷のネズミはガチでえぐいww
[1:38:15] 瀬名澄子: ナミルシじゃんT1
[1:38:20] konamin_: 新宿のネズミまじで終わってる
[1:38:31] yomogi_99: 大きさがモルモットなんよ
[1:38:36] 黒霧くろくま: 最近ネズミ駆除装置みたいなの町中に置いてあるよね
[1:38:37] おリお: 当たり前に子猫レベルのサイズなねずみごろごろらん？あれびびった
[1:38:39] りゅーとき: 新宿ディズニーランド
[1:38:39] konamin_: 飯食ってぶくぶくしたネズミクッソいる
[1:38:40] deikudeiku: 子連れですか
[1:38:44] 腫れカス大好き: 市場のネズミとかやばかったよな
[1:38:51] ゴリリ: 千葉で俺より大きいネズミ見た事あるわ
[1:38:53] Nightbot: @おぼです -> A 60s commercial has been started.
[1:39:01] ranran545: こっわ
[1:39:07] asasa12312: ｗｗｗ
[1:39:08] tonnura3280: ！？
[1:39:11] konamin_: ｗｗｗｗｗｗ
[1:39:12] くまはらちゃん: www
[1:39:13] pandemic427: ディ、ズニー
