[0:00:18] yayakoxx: おはようござます
[0:13:35] 仲根にど: こた抱いたの？
[0:13:35] hibari_1104: ネコ追い出し
[0:13:37] zakiyoka: ゴミ噛んだ口でペロペロ
[0:13:38] いいこと: このチャンネルはこたによって運営されてます。
[0:13:39] syuimee: とめるさん動画定期https://youtu.be/5iuax8GIoCw?si=X30K1DIycqDyIMPC
[0:13:42] kuma_house: カリブとか怒りそう
[0:13:48] ぺぷすぃ: いつのまにかサブスクアイコンがおっさんからこたになってた
[0:13:48] ai19__: かわい
[0:13:53] gj76a: gj76a subscribed with Prime. They've subscribed for 6 months! 
[0:13:54] kanipan07: お行儀良くしてる
[0:13:54] オレンジ野郎: なんや
[0:14:01] hibari_1104: 出たw
[0:14:02] usagigabyte: えぇ
[0:14:03] 名無し333: 草
[0:14:03] 昆布畑: それ好き
[0:14:04] suri_pi: 草
[0:14:04] kanipan07: やば
[0:14:04] lyysurxusyrxeurdirxu: w
[0:14:05] オレンジ野郎: www
[0:14:06] unamu3: https://www.twitch.tv/daigothebeastv/clip/SpoopyCourteousBunnyOMGScoots-4MNlliNp_CGM3c5V
[0:14:07] なのつん: ww
[0:14:08] syuimee: 終わってるやつ
[0:14:08] pasutel097: 終わってるwww
[0:14:08] ぺぷすぃ: えぐ
[0:14:09] たくあん01: でた
[0:14:09] オレンジ野郎: あ、ほ
[0:14:09] らあすと: いかつい
[0:14:13] 後追い小僧: AKあげたやつ
[0:14:13] lyysurxusyrxeurdirxu: ばけもん
[0:14:13] ツイッチ表示名: とめるもAVスプラなかったら今頃大会とか呼ばれてたんかな
[0:14:14] suri_pi: 無敵かよ
[0:14:16] komyu_www: ようやるわ
[0:14:17] hibari_1104: すごい関係性だなw
[0:14:18] kanipan07: ニコ生かよ
[0:14:18] morimori03020320: メンタル強すぎる
[0:14:20] kuma_house: 運営に怒られるやつ
[0:14:21] popopoharu: 心配が勝つ
[0:14:23] ぺぷすぃ: 手渡しで持ってきたのか
[0:14:24] オレンジ野郎: Uberリスナーまじ？
[0:14:25] zababa0324: とめるもヤバいけど、マスタードちゃんもヤバイよ
[0:14:26] ぞうくまいくお: 視聴者が良い人でよかった
[0:14:26] 昆布畑: 今も同じとこなのかな
[0:14:26] kurusyuta: 帰りに風俗寄ってくんか
[0:14:26] syuimee: とめるさん連絡したの？
[0:14:27] nakaaami: ニコ生魂だね
[0:14:27] おさとも: あ
[0:14:29] なのつん: 命が心配
[0:14:31] hibari_1104: 他でやるかw
[0:14:31] pasutel097: はれ、もの
[0:14:32] ポパピペポ: えぇ…
[0:14:32] kibidango551: どうせ他でwww
[0:14:33] 仲根にど: あ
[0:14:34] カツカツ丼: まぁ
[0:14:35] kuma_house: 結局燃える運命？
[0:14:36] ruizz1124: 寝装具無はあんまり大会でないからなぁ
[0:14:36] morimori03020320: はい
[0:14:38] takahashi_png: えっど
[0:14:42] bigtimpo_09cm: 今からけんきの家にバーキン買いに行ってくれる人ー？
[0:14:45] オレンジ野郎: だれや
[0:14:47] ツイッチ表示名: どうせ炎上してたとめる草すぎる、信頼されてねぇww
[0:14:52] 仲根にど: もえるちゃん
[0:14:57] yu_niki: しっかり今日VCJ出場するミ,リオンも引RTしてると
[0:14:57] anti0124: 額を映したらシコられるって言ってたのに
[0:14:57] naosan__: naosan__ subscribed with Prime. They've subscribed for 15 months! 
[0:15:00] syuimee: 何かしらでね
[0:15:04] ruizz1124: 灯油ちゃんかｗ
[0:15:05] manmenmi1: おはけんき
[0:15:07] mumr4: そういえばボルケーノピザって食べたんか？
[0:15:07] morimori03020320: 家凸するか
[0:15:10] おさとも: 昨日遅くまで起きてたしな
[0:15:14] hibari_1104: こたもっとやれw
[0:15:16] kanipan07: かわいい
[0:15:17] オレンジ野郎: www
[0:15:19] zababa0324: 顎の肉を切りさけ！こた！
[0:15:22] ruizz1124: こちゃぁ
[0:15:23] 昆布畑: こたぁかわいいぃ
[0:15:24] ツイッチ表示名: 寧々丸常識人なのに、とめるも受け入れるのマジ良い人
[0:15:24] 仲根にど: けんきがいつかオススメしてた猫のトイレ砂買いました
[0:15:29] komomo_beans: mrgは試合明日だよ
[0:15:30] basho2022: とめさん最近シレンやってんね
[0:15:31] manmenmi1: コタちゃんこっち向いて
[0:15:37] オレンジ野郎: イヤフォンひっぺがせ
[0:15:40] yu_niki: 明日か
[0:15:41] usagigabyte: こたちゃん甘えん坊でかわいい
[0:15:41] 仲根にど: ねくりかえしまる
[0:15:43] petbottle429: こたろう！つのどりる！
[0:15:48] dauda2: 仕掛けろこた
[0:15:50] ほいぷる: これみた？https://youtu.be/XbdHOSucW8M?si=dUDzGjtwMCGTGUIv
[0:15:56] hana87v87: コタ 喉を噛み切れ
[0:15:57] naosan__: でも寧々丸はシュートにスト6をデモ版で教わろうとしたホンモノ
[0:15:59] nyangoroge2434: ワイヤレスイヤホンはいいぞ
[0:16:06] zababa0324: GACKTが勝手に結婚させられてた話を見たか？
[0:16:14] syuimee: 寧々丸さん上手くなってた
[0:16:19] 仲根にど: 俺GACKTだよ
[0:16:29] usagigabyte: おじじがハイタニさんにコーチング受けてからインパクトしか言えなくなっちゃった
[0:16:37] komomo_beans: ﾈｸﾘｶｴｼﾏﾙ
[0:16:42] ぞうくまいくお: ガクトけっこんわろた
[0:16:45] pasutel097: ！？
[0:16:47] かじ山: ノブかワンピースかクイズやらない？
[0:16:47] おさとも: amakipIen amakipIen amakipIen amakipIen
[0:16:48] 森_さん: おはざす
[0:16:48] manmenmi1: ぷっさん
[0:16:49] anti0124: ｷｰﾝ
[0:16:49] 昆布畑: ぷっさん？
[0:16:50] komomo_beans: ぷるぷる
[0:16:53] takahashi_png: ぷっさん！？
[0:16:53] usagigabyte: ぷゆゆ！？
[0:16:53] 勝源: おはぷ
[0:16:54] syuimee: お
[0:16:56] なのつん: ぷゆーたん
[0:16:59] morimori03020320: ぷるぷるしてきた
[0:17:06] 仲根にど: ぷっさんの公式切り抜きクオリティ高いんだよね
[0:17:06] pasutel097: 帽子かぶってんな
[0:17:07] marimo_tsf: へんなのー
[0:17:11] 森_さん: なんて？
[0:17:14] ぺぷすぃ: ぷっさんは昼は人間になってんじゃない
[0:17:14] おさとも: いつも１９時ぐらい起きです
[0:17:15] kanipan07: 開幕マシンガントーク
[0:17:16] 後追い小僧: かあいい
[0:17:19] なのつん: どこだよ
[0:17:21] usagigabyte: まぁす
[0:17:21] lyysurxusyrxeurdirxu: 昨日はバロやってたね
[0:17:21] 昆布畑: まぁす
[0:17:23] pasutel097: 字幕必須
[0:17:25] さしみです: やあ
[0:17:26] ayayan11: こないだ犬山たまきさんの配信でてた
[0:17:26] 仲根にど: ぷっさんVの後輩ができた
[0:17:26] komomo_beans: まぁす！
[0:17:32] 昆布畑: 行くよ！
[0:17:32] オレンジ野郎: まぁす⤴︎︎︎♪
[0:17:33] pasutel097: ？？？？？
[0:17:35] 111rin: これすごかった
[0:17:36] hibari_1104: www
[0:17:37] てべじ: ｗｗｗ
[0:17:37] 昆布畑: ww
[0:17:38] bebetarooo: 草
[0:17:38] zababa0324: ぷるるは一生 上に参りますって言ってて欲しい
[0:17:39] komomo_beans: wwwww
[0:17:40] オレンジ野郎: ?!
[0:17:41] kopi0116: ｗｗｗｗ
[0:17:42] おさとも: ｗｗｗｗｗ
[0:17:44] にゃんぽか: いつ牛丼作るの？
[0:17:44] hibari_1104: 言われて気づいたw
[0:17:45] wakimako: wwwwww
[0:17:46] naosan__: せだいが
[0:17:48] 昆布畑: wwww
[0:17:49] ぺぷすぃ: プリクラかw
[0:17:49] pasutel097: なんか歳を感じるよ…
[0:17:50] かじ山: 背景を選んでね！？
[0:17:50] 勝源: 言われて気付いたわ
[0:17:52] 仲根にど: 言われてわかった
[0:17:52] sui_tea: プリクラ風w
[0:17:53] syuimee: プリクラはリア充の巣窟
[0:17:58] morimori03020320: あーたしかに
[0:17:58] sui_tea: ようわかったな
[0:18:10] sametaro: こんけんき
[0:18:12] usagigabyte: www
[0:18:18] kanipan07: これやってます
[0:18:19] komomo_beans: w
[0:18:23] ボルボックス中村: こんけんき
[0:18:25] 猫又雅: 隠さなくなってきたな
[0:18:30] pasutel097: k4senKoshihuri k4senKoshihuri k4senKoshihuri k4senKoshihuri k4senKoshihuri
[0:18:34] komomo_beans: DinoDance DinoDance DinoDance DinoDance
[0:18:36] syuimee: え
[0:18:37] 森_さん: DinoDance DinoDance DinoDance DinoDance
[0:18:39] なのつん: 音楽経験ない設定はもういいのね
[0:18:42] たくあん01: あ
[0:18:43] bebetarooo: DinoDance DinoDance DinoDance
[0:18:46] おさとも: DinoDance DinoDance DinoDance DinoDance
[0:18:48] yu_niki: これが・・・、・・・で・・・
[0:18:52] ぺぷすぃ: kenkiFurifurii kenkiFurifurii kenkiFurifurii
[0:18:55] riri_desu__: karubisHanya
[0:18:56] 激ローメタモン: karubisFurifurii vodkav2Gotouchi2 sekiDST
[0:18:57] なのつん: kenkiParikore kenkiParikore kenkiParikore kenkiParikore
[0:18:58] 白雲ねみ: DinoDance DinoDance DinoDance
[0:18:59] usagigabyte: これやってます
[0:19:00] anti0124: ここまでできて何故か歌声は外すのか
[0:19:04] pasutel097: www
[0:19:06] hibari_1104: www
[0:19:06] komomo_beans: リズムが似てるってことか
[0:19:07] naosan__: あまTKぷるる
[0:19:16] morimori03020320: こーれやってるわ
[0:19:16] komomo_beans: wwwww
[0:19:17] hibari_1104: 言うたwwwwww
[0:19:17] 白雲ねみ: GoldPLZ GoldPLZ GoldPLZ
[0:19:18] はまオジ: たしかに聞いてて同じに聞こえると思ったけどｗ
[0:19:18] kanipan07: wwwwww
[0:19:18] zakiyoka: あ
[0:19:18] てべじ: 全部イケるｗｗ
[0:19:19] takahashi_png: 草
[0:19:20] 仲根にど: 隠せない溢れ出す知性
[0:19:21] pasutel097: やっぱりぷっさん天才だな
[0:19:21] ayayan11: 確かにそうだけど
[0:19:22] usagigabyte: それ言うなwwww
[0:19:23] かじ山: こいつ中身がｗｗｗｗ
[0:19:23] たくあん01: 草
[0:19:25] seatake876: www
[0:19:26] 昆布畑: wwww
[0:19:26] sametaro: ｗｗｗｗｗ
[0:19:26] komomo_beans: LUL LUL LUL
[0:19:26] kanipan07: wwwwwwwwwww
[0:19:27] 森_さん: get wild and tough
[0:19:27] なのつん: kenkiFurifurii kenkiFurifurii kenkiFurifurii kenkiFurifurii
[0:19:27] kanna_o00: 歌えるんや
[0:19:28] 猫又雅: wwwww
[0:19:28] fumoti23: ｗｗｗ
[0:19:29] zababa0324: www
[0:19:29] morimori03020320: くさ
[0:19:30] kopi0116: ｗｗｗｗｗ
[0:19:31] 狸狐: ｗｗｗｗｗ
[0:19:32] ShanaKamishiro: wwwwwwwww
[0:19:33] おさとも: ｗｗｗｗ
[0:19:33] ぺぷすぃ: たしかにww
[0:19:33] unamu3: wwwww
[0:19:35] lyysurxusyrxeurdirxu: 違和感ない
[0:19:35] pasutel097: クソおもろいぞ
[0:19:36] 闘劇のアルベルト: GET WILDw
[0:19:36] hibari_1104: そうだろうなとは思ったけど歌うかwww
[0:19:36] kanipan07: ぷっさん何歳やねん
[0:19:40] ur312: 世代ばれ
[0:19:40] はまオジ: サビは繰り返すぷっさんｗ
[0:19:41] 昆布畑: 違和感なさすぎや
[0:19:41] anti0124: リピートｗ
[0:19:41] ホワイト銀: 世代が
[0:19:41] アルコール中毒者: wwwwww
[0:19:42] ぺぷすぃ: まんまやん
[0:19:42] petbottle429: kenkiFurifurii kenkiFurifurii kenkiFurifurii
[0:19:44] zababa0324: 小室？
[0:19:44] いいね_ボット: よくその曲知ってるな
[0:19:46] usagigabyte: クソ笑った
[0:19:46] riri_desu__: www
[0:19:47] ツイッチ表示名: ぷるる作曲、りりむ作詞で曲作ってほしい
[0:19:47] オレンジ野郎: Get Wildw
[0:19:50] yu_niki: スタンミに提供した曲小室哲哉が作った説ある
[0:19:50] naosan__: 小室ぷるる
[0:19:51] 仲根にど: ぷっさんの初期と声が違うのは前の事務所からの衣装が悪口言う度首を絞めてくるためって話好き
[0:19:53] komomo_beans: 世、代
[0:19:56] あっつん4503: おもろすぎやろw
[0:19:57] hibari_1104: 同じコードなので一致しますw
[0:19:58] ぺぷすぃ: どうりでしっくりくるわけだ
[0:19:59] 8818papaiya: ぷっさん他にも歌ってたよ
[0:20:08] 猫又雅: いろいろありそうだけどね
[0:20:10] ツイッチ表示名: けんき、コード進行分かるんか
[0:20:11] anti0124: コードってなんやねん
[0:20:13] ザリガーノ: ぷるるの中の人は小室だよ
[0:20:16] 昆布畑: かいりきベア
[0:20:21] ウドンすーぷ: Get Wildで世代言われたら終わりで笑う
[0:20:21] 名無し333: ヨルシカ知らなかったか…
[0:20:28] ikachan09: ぷっさんは小室だったのか
[0:20:31] rigel_149: おもろいw
[0:20:32] mumr4: その動画でいろいろ歌ってるよたぶん
[0:20:39] zababa0324: 小室って新しいガンダムを西川貴教と作ってたよね
[0:20:43] pokpokpink: 小室ぷるる
[0:20:44] ぺぷすぃ: 千本桜とか
[0:20:47] takahashi_png: なっつ
[0:20:47] kanipan07: AKBのフライングゲット
[0:20:50] 仲根にど: ほー
[0:20:53] 名無し333: 懐かしすぎるだろ
[0:20:58] 森_さん: FREEDOMか
[0:21:00] haru1234jp: 小室進行が使われた有名曲 4.1 馬と鹿 / 米津玄師 4.2 フライングゲット / AKB48. 4.3 Doctor Doctor / UFO. 4.4 白日 / King Gnu.
[0:21:01] ikachan09: 何曲か他にも歌ってたね
[0:21:07] popopoharu: ｗ
[0:21:08] はまオジ: ギャギャギャｗ
[0:21:16] sawayaka_odisan: グァッガｇｇゥア
[0:21:19] kibidango551: 炎とか小室じゃないっけ？
[0:21:21] hibari_1104: おお
[0:21:27] takahashi_png: kenkiFurifurii kenkiFurifurii kenkiFurifurii
[0:21:31] ruizz1124: かなり早いな
[0:21:33] zababa0324: へーほむらって小室なんだ
[0:21:43] hibari_1104: ぷっさんにつられるw
[0:21:47] usagigabyte: 千本桜とかもそうだよね
[0:21:50] みわ5: kenkiFurifurii kenkiFurifurii kenkiFurifurii
[0:21:54] syuimee: おお
[0:21:54] ザリガーノ: 雑音が
[0:21:58] へびたっちゃん: 曲じゃないけど、学校のチャイムも小室進行の気がする....
[0:21:58] ぺぷすぃ: 持ってかれる
[0:21:59] なのつん: kenkiSong kenkiSong kenkiSong kenkiSong
[0:22:01] kurusyuta: 小室のやつは隣り合った３つの鍵盤の繰り返しメロディが多いって誰かが言ってた
[0:22:02] komomo_beans: ww
[0:22:02] 8818papaiya: ぷっさん他にも千本桜とかHEATとか歌ってたよ
[0:22:03] 森_さん: 最高速の喜びの歌
[0:22:04] 海夜みや: ゲシュタルト崩壊しそう
[0:22:05] ツイッチ表示名: PK （Pururu Komuro）
[0:22:08] lime1228: 米津のLOSERとかも小室じゃなかったっけ
[0:22:09] 昆布畑: https://youtube.com/playlist?list=PLyjsEq3WzOd342aROvY4WQYzhLa1o8eHr&si=ZbHZHEBssM9yyeRS
[0:22:11] 名無し333: ほとんど合っててワロタ
[0:22:15] はまオジ: こむろうも見に来てます
[0:22:17] ぞうくまいくお: ♪♫〜
[0:22:22] zababa0324: 今日の2本目の動画決まったな
[0:22:23] 仲根にど: 小室に世界は支配されている
[0:22:30] 猫又雅: 進行って他になにがあるっけ？
[0:22:38] ぺぷすぃ: だいたい流行りの曲は小室か丸サ
[0:22:41] ぞうくまいくお: てっちゃん
[0:22:45] pasutel097: どうせ難しい名前
[0:22:47] ダンデり: 小室があまりにも有名すぎて
[0:22:47] yu_niki: ぷっさんが小室を超える使用率を誇れば天鬼進行いける
[0:22:49] げろげろ222: カノン？？
[0:22:49] ツイッチ表示名: jpopは小室進行だらけだと、ぷっさんが言ってた
[0:22:49] kibidango551: カノン進行とか？
[0:22:50] 今日も生きたね: クラシック時代にもうすべて出ていると言われており
[0:22:50] 昆布畑: カノン進行とか？
[0:22:50] hibari_1104: カノン進行とか丸サ進行とか
[0:23:00] sawayaka_odisan: 音楽で、似てるとか言われても無理筋に近いよね 方程式だもの
[0:23:00] kuma_house: 小室さんが広めたからその名前で呼ばるように？
[0:23:07] zababa0324: オーイシが言ってたイキスギコードとかもそんな感じなの？
[0:23:08] 仲根にど: ほえー
[0:23:13] ぺぷすぃ: just the two of us進行
[0:23:13] anko28114: イキスギコード
[0:23:14] ウォッチっち: カノンコード？
[0:23:15] vxyutakaxv: いまはマルサ進行の曲ばっか
[0:23:16] ぞうくまいくお: マルサ進行
[0:23:16] shishimai43: コード、わからなーい
[0:23:18] ケルビの生肉: ワッカ進行
[0:23:18] あんこのデコイ3: オーイシがよく使うイキスギコードとか
[0:23:19] Bhaddekaratta: Just the two of us進行な
[0:23:20] lyysurxusyrxeurdirxu: いきすぎこーど
