[0:00:18] 祖国のために: ハイサイまいど
[0:36:54] チョコ0225: www
[0:36:54] _めるる_: ；；
[0:37:00] しらお: ｗ
[0:37:00] チョコ0225: そんな；；
[0:37:00] ひとま: 確認すらさせてもらえない
[0:37:01] sacchanw2: www
[0:37:04] r1inride: これ警報発令されてるね
[0:37:04] Appleemon: やるキャラなくなった
[0:37:06] adumino: ｗｗｗ
[0:37:07] gggajettto110: w
[0:37:09] tgrcw: 何でやろなあ
[0:37:15] kokekokekokoko: ぜりみたいなー
[0:37:16] ナスくん: APジャックスも禁止されてるじゃん
[0:37:17] llssnn66: でもよぉ・・・BANが！
[0:37:19] ひとま: ゼリきたあああ
[0:37:19] yagamirenjp: まふゆさんの対面のムンドが象先輩だろうなって思ったらぽんさんだったのは衝撃だった
[0:37:20] gobogobou: きたああああ
[0:37:20] megusuei: やったー！
[0:37:24] ナスくん: いらないよ
[0:37:25] fizzzsupport: ブルーゼリ
[0:37:26] kokekokekokoko: やったあああああ
[0:37:30] ひとま: 青いｗ
[0:37:31] ほたたっと: うおおおおお
[0:37:31] redninjakaz: 絶対いらない
[0:37:34] teitei110: さもスぺ青い
[0:37:35] elshadd0llshekh1naga: ADCサイオンやるって言ってた奴のゼリ心配過ぎませんか？
[0:37:35] yanadass: 何買う予定ですか？
[0:37:36] megusuei: トリプルトニック
[0:37:41] Siriyonn: おじゃ
[0:37:50] チョコ0225: ｗ
[0:37:53] fizzzsupport: ｗｗｗｗ
[0:38:00] ナスくん: マナーとして最後にゴーストにするといいですよ
[0:38:12] etekaw: どこぞのサーバーにはadcフィオラがいるらしいですね
[0:38:16] ひとま: バフで初手アイテムかわった？
[0:38:16] riputon11: ゼリってまたシヴっすか？
[0:38:23] Yodaka187: おじゃ 2試合目ですか
[0:38:24] fizzzsupport: でもゴーストないと楽しくないよ
[0:38:26] sbnobutbs: ゴーストも欲しい
[0:38:47] daredare33: ゴーストが一番楽しいスペル
[0:39:01] ひとま: yutaponChill
[0:39:03] 筍土竜: マオカイナーフされたんじゃなかったっけ
[0:39:12] ひとま: ぐいずでじり subscribed with Prime. They've subscribed for 7 months, currently on a 2 month streak! 
[0:39:19] untiburyunhirude: 間を取ってゴーストクレンズにするか
[0:39:45] 筍土竜: サポしてくれるのかよ羨ましいな
[0:39:53] megusuei: ユーミって強いですか？
[0:39:58] redninjakaz: ゆたぽんさんｍさんにレート負けてますよ
[0:39:59] fizzzsupport: しかもフロントはいない
[0:40:05] ヒサツグ: adcのワイ、キャリー義務発生ｗ
[0:40:21] ナスくん: 効くからやめてね
[0:40:24] しらお: Mさんに配信しろっていっといてください
[0:40:39] kightfanb: mさんヌヌで爆盛りしてるの今だに信じられない
[0:40:46] Yodaka187: とんでもないムンドの試合Vod上がってましたよ
[0:40:55] fizzzsupport: まだヌヌ擦ってんのかｗ
[0:40:56] になぽ: レート上がったおかげで前回はJGに感謝伝えてたところ見れましたからね
[0:41:03] kamihusa: ぽんさんから見てヌヌって強い？
[0:41:31] ナスくん: なんでヌヌmidって統計弱いんですか？
[0:41:39] セロスファンボ3: おじゃ
[0:41:49] Yodaka187: lv2botガンクとか警戒しないしな普通
[0:42:12] _めるる_: はーマオカイ
[0:42:18] fizzzsupport: ｄ
[0:42:32] nigakikagin: お、試合始まったな
[0:42:34] りんぶる: イグナイトにクレンズ使わなかったの何でですか？
[0:42:44] fuuusan3: vl0Sad
[0:43:25] sacchanw2: Wow
[0:43:30] 筍土竜: この為なんだよね
[0:43:32] Siriyonn: このためかぁ
[0:43:40] Yodaka187: 貯金箱システム
[0:43:41] elshadd0llshekh1naga: このためか
[0:43:51] elshadd0llshekh1naga: ユーミは俺だからセーフ
[0:44:03] micot2: 猫のキルってどのくらいうれしいですか
[0:44:04] sabannayatteru: TOPのCSどうなってんだ
[0:44:10] travelerf0: このためにあえて賞金あげたんですね
[0:44:12] 月城月: pon3おじゃ 珍しいれーん やってますね
[0:44:12] りんぶる: 勉強になりました
[0:44:18] えりうす: ゆたぽんさん猫ミームとか見たりしますか？
[0:45:27] nigakikagin: そうなるんだｗ
[0:45:33] Yodaka187: ｗ
[0:45:35] ALO_555: w
[0:45:35] elshadd0llshekh1naga: ｗ
[0:45:35] チョコ0225: ｗ
[0:45:35] Siriyonn: w
[0:45:35] adumino: ｗｗ
[0:45:36] brainlag_lt: ｗｗ
[0:45:36] ボノボ係長: w
[0:45:37] micot2: ｗ
[0:45:38] kiminari1: ｗ
[0:45:39] ですとろい: w
[0:45:40] ウデケニ: syaruruTatakanaide syaruruTatakanaide syaruruTatakanaide
[0:45:40] hamnett13: 地獄かな
[0:45:41] fizzzsupport: ｗ
[0:45:42] redninjakaz: きっつ
[0:45:43] _めるる_: harettIChipichipichapachap harettIbugibugidabadaba
[0:45:44] adumino: きつい・・か
[0:45:44] パンダの煮つけ: ｗ
[0:45:45] poppymasa: いいと思います
[0:45:45] ksirika: Hapi Hapi Hapi
[0:45:46] tgrcw: GlitchCat
[0:45:46] チョコ0225: ナウでヤングだね
[0:45:48] kikouka1102: TOPの猫ミームのやつ本当に好き
[0:45:48] Malygos0210: Waiting For Loveのほうも愛せ
[0:45:48] kamihusa: きついっす
[0:45:51] ですとろい: ちゃぱちゃぱて感じですね
[0:45:54] kokekokekokoko: ぽんさんが好きなのどれですか
[0:45:58] ひとま: ねこは何歳になってもいいですよ
[0:46:02] llssnn66: 時代の流れに乗れてていいと思います
[0:46:04] r1inride: はっぴーはっぴーはっぴーって感じだ
[0:46:04] yoopo20020: 流行りに頑張って乗ろうあらがっててかわいいですね
[0:46:15] tridentatus: そっかぁ…
[0:46:21] ALO_555: ww
[0:46:25] nigakikagin: ティックすきそう
[0:46:29] ナスくん: huh?は？
[0:46:29] _めるる_: アンチとかあるんｗ
[0:46:32] sacchanw2: 米津ハピハピは？
[0:46:32] ひとま: ヤギは？
[0:46:33] ですとろい: アンチとかいう概念あるんだ
[0:46:34] mikkey_es: これで通じるの世も末w
[0:46:42] 月城月: ハピハピtier1ですよ
[0:46:45] ksirika: 悲しい顔でなく猫クセになる
[0:46:53] 肩凝圭: 猫ミーム強さランキング見るとチピチャパは下の方に置いてる人多いよね
[0:46:59] Appleemon: 猫ミーム最強キャラランキング見てメタ追ったほうが良いですよ
[0:47:35] fizzzsupport: ゴースト欲しすぎ
[0:47:41] sato1339: mfのqが避けれないんですけど対策ありますか?
[0:47:47] karasiyade: ゼリでレーン戦強いシチュエーションがわからない
[0:47:53] yoopo20020: クレンズの使いどころさん
[0:48:03] sh1roBH: ぽんさんおじゃです
[0:48:08] ナスくん: もしかしたらQ直当てに困ってるんじゃないか？
[0:48:15] 猫グルス: おじゃですゼリ感謝
[0:48:37] ひとま: 直当てよけれんよな
[0:49:14] ナオル: おじゃぽんですこんばんは
[0:49:23] 肩凝圭: は？って感じのレーニングですね
[0:49:25] 怠惰00: ｗ
[0:49:26] FR1SK_noob: 今日はなんでサブロールやってるんですか？
[0:49:30] aayatsu: こわいこわい
[0:49:32] fizzzsupport: 味方どこー？
[0:49:34] kia_F: ガレンなら・・・・
[0:49:36] Siriyonn: メインロールが恋しい
[0:49:38] FR1SK_noob: もっと身体強いキャラやりたくないですか？
[0:49:38] yagamirenjp: 楽しくゲームやろ～
[0:49:38] Yodaka187: 動画化無理か BibleThump
[0:49:40] jad582: やっぱサイオンだわー
[0:49:44] untiburyunhirude: てかTOPいかん？w
[0:49:55] ナスくん: なんかこのレーン早口だな
[0:49:59] punchkichikiooooo: 怒ってますよ
[0:50:02] 怠惰00: 逆にzeriでtop行こう
[0:50:41] FR1SK_noob: 今topアツいキャラいますか
[0:51:02] FR1SK_noob: Mundo~
[0:51:04] ですとろい: ゼリのパワースパイクっていつですか
[0:51:05] _めるる_: ｗｗ
[0:51:36] メルト2501: このキャラなんで死んだら死ぬんですか？
[0:51:36] ナスくん: 何かに影響されてムンド試しプレイしましたか？
[0:51:42] nigakikagin: おしい
[0:51:44] のいど: おｓっしいい
[0:51:46] sh1roBH: 今の勝てないまーじか
[0:51:46] ですとろい: おしい
[0:52:10] わらび14: 本田翼がサポしてくれてるってまじ？
[0:52:27] akasaku55: まだ妖夢強いんだ
[0:52:57] r1inride: 仲間がいるよ！
[0:53:14] fizzzsupport: ブランドの図々しいリコールくらい許してやるか
[0:53:21] Yodaka187: これはオシャレ
[0:53:21] チョコ0225: おしゃれ
[0:53:22] tridentatus: うい〜
[0:53:23] メルト2501: おしゃれな服
[0:53:24] redninjakaz: 天才のそれ
[0:53:28] riputon11: プレート3等分悲しい
[0:53:30] 0im0_3a: 実験的ヘクスプレート積みますか？
[0:53:30] 猫グルス: 今日のコーデ
[0:53:31] sh1roBH: おっしゃれ～
[0:53:34] thiemo133: エルメス
[0:53:35] fizzzsupport: 最近また寒くなってきたからね
[0:53:36] ichiro1232: 最近寒いからね
[0:53:37] ckuadesu: DinoDance
[0:53:44] sh1roBH: あのアイテム弱くない？
[0:54:05] Yodaka187: どうしたんだ相手のbot
[0:54:05] フシアナ: w
[0:54:07] _めるる_: AIブリッツ
[0:54:12] しろくますし: さっきといってることちがうｗ
[0:54:16] genmybrown: ゼリと鬼ごっこ 猫を添えて
[0:54:45] lolmaokai: カリスタの試合でソラリ積んでるのってなんでですか？
[0:55:00] riputon11: ｗ
[0:55:00] sh1roBH: ｗ
[0:55:01] genmybrown: ｗ
[0:55:02] メルト2501: ｗ
[0:55:03] チョコ0225: ｗ
[0:55:03] Siriyonn: w
[0:55:06] フシアナ: w
[0:55:09] r1inride: くるっくる
[0:55:10] elshadd0llshekh1naga: おもろいとつまんないのマリアージュ
[0:55:11] メルト2501: 死んだらファームできないの弱すぎる
[0:55:13] _めるる_: てのひらクル～
[0:55:15] gggajettto110: ガレンならなあ
[0:55:16] tgrcw: ドリル
[0:55:20] hex65535: てのひらテルミヌス
[0:55:27] Yodaka187: 真理だ
[0:55:32] elshadd0llshekh1naga: ｗ
[0:55:36] hex65535: 実際そうだ…
[0:55:37] ソソ: つまり神ロール
[0:55:45] ナスくん: 不人気なコンテンツ押し付けないでください
[0:55:56] mubesi: このゲーム去年耐久力アップデート入ってませんでした？
[0:55:59] punchkichikiooooo: つまんない要素って必要ですか
[0:56:26] riputon11: 2手目ナヴォリじゃないんですね
[0:56:36] mochinezumi: スイカにかける塩みたいな
[0:56:38] Yodaka187: ファームどこ～ｗ
[0:56:39] llssnn66: このゲームは幸せの総数が決まっててそれを奪い合ってる
[0:56:40] gggajettto110: 相対性理論
[0:56:42] sh1roBH: 台パンしてる
[0:56:44] ksirika: 仕事をするから休みのありがたみに気づけるってことですね
[0:56:54] aayatsu: さっきの自分を見ているようで
[0:56:55] elshadd0llshekh1naga: さっきの試合泣いてましたか
[0:56:57] hex65535: 泣いちゃった…
[0:57:00] r1inride: adcの気持ちがわかるサイオン使い
[0:57:34] Yodaka187: バシュン！ｗ
[0:57:34] sh1roBH: ｗｗｗｗ
[0:57:37] hex65535: ｗｗｗｗｗｗｗｗｗｗｗｗ
[0:57:38] alveo250: !?
[0:57:38] なずなな: wwww
[0:57:40] メルト2501: そりゃそうだ
[0:57:40] チキバン: ﾊﾞｼｭ！
[0:57:41] Siriyonn: wwwww
[0:57:44] sh1roBH: ADCあるあるすぎる
[0:57:45] みちむーど: 動画から来ました。ゆたぽんさんってトップレーナーだと思っていました。
[0:57:46] ichiro1232: いい音したなあ
[0:57:46] tamura1234: まあ気分悪いわな
[0:57:48] ナスくん: マリアージュだ
[0:57:48] Yodaka187: ADCなら出る
[0:57:49] yagamirenjp: わかってあげられるよ～
[0:57:52] hex65535: バチギレＦ
[0:57:55] riputon11: まああれはえぐい
[0:57:58] 猫グルス: 心から出たF
[0:58:00] Yodaka187: もうスネちゃった
[0:58:01] tgrcw: わかり手
[0:58:05] ナスくん: チャットで擁護したほうがいいですよ
[0:58:05] メルト2501: もうタリヤとまんなくなっちゃった
[0:58:08] ごまむぎちゃ: わかるってばよ
[0:58:12] 怠惰00: jgいつまでレーン食ってんだ
[0:58:13] r1inride: つまんない部分味わってんね
[0:58:19] llssnn66: キャリーしてくれるならいいよ？
[0:58:20] ichiro1232: 消えたかも
[0:58:20] nigakikagin: カウンセラーゆたぽん
[0:58:22] tamura1234: もしLJLでスティールがこれしたら手出ますか？
[0:58:24] hex65535: 一生midでファームするjgやばすぎだｗ
[0:58:26] かべぴー: 勝ちを確信しました
[0:58:29] hatarakemaru: これでいなくなった
[0:58:30] 花鶏: なにもいない
[0:58:30] fizzzsupport: 居なさそうｗ
[0:58:30] アヴァンテージ: 今の競技シーンってAPC出ないんですか？
[0:58:30] sh1roBH: いなくなっててもおかしくない
[0:58:33] Siriyonn: さっきは赤くってたけど果たして
[0:58:34] Yodaka187: ｗ
[0:58:47] kttk1130: ぶっちゃけしゃーないｗ
[0:58:47] メルト2501: AＤＣの気持ちが痛いほどわかる男
[0:58:49] fizzzsupport: 決まり手はタリヤ
[0:58:51] 猫グルス: さっきのいなくなる音だったのか
[0:58:51] redninjakaz: どうせJG差が～とか煽ったんじゃねｗ
[0:58:56] riputon11: たまたま回線切れたかもしれない
[0:58:57] fuuusan3: ご飯食べれないよ BibleThump
[0:59:40] fizzzsupport: 次の犯罪者を生まないために絶対に動画化してください
[0:59:42] Yodaka187: かわいいね
[0:59:43] チキバン: プイプイ
[0:59:50] llssnn66: モルカーグウェン
[0:59:51] メルト2501: サモリフ法によるとMFは有罪になりますか？
[0:59:51] スコップ三段: 急にみんな喋りだすやん
[0:59:52] aksjdh12: ん
[0:59:53] ナスくん: 急におしゃべり化？
[1:00:18] _めるる_: 勝ったなガハハ
[1:00:18] ひとま: ｗｗｗ
[1:00:23] sh1roBH: 猫ちゃんは乗り心地最高で喜んでるよ
[1:00:23] Yodaka187: 今日の構成はマジギレMF
[1:00:23] tamura1234: 風呂行った
[1:00:26] ezakura: キレちまったよ
[1:00:28] jad582: BibleThump BibleThump BibleThump
[1:00:29] sh1roBH: ｗ
[1:00:30] ichiro1232: 脅しじゃなかった
[1:00:33] elshadd0llshekh1naga: ｗ
[1:00:34] Siriyonn: w
[1:00:35] Furancy: 次何行くんですか？
[1:00:36] nine_evol_boost: 映像作品
[1:00:36] hex65535: 泣けるMF
[1:00:36] うなき: ｗ
