[0:00:17] mci_foden: にょっす
[0:19:35] scrapcrafter25: えっど
[0:19:38] たおかん05: ポリコレ意識してないの最高
[0:19:38] kikori_ossan: LOL系なんかな？
[0:19:38] 1st_meridian: い、くわ
[0:19:40] 緋蜂: えっちだぁ
[0:19:41] びりびり0810: アリスいいね
[0:19:41] からもこ: なかなかよい
[0:19:41] rei1217: デカ剣いいね
[0:19:44] reu2501: 女が男に勝てるわけないだろ
[0:19:46] tekitoodesu: えっどいわ
[0:19:46] ぺんニキ: かわいい
[0:19:46] かつおぶっしー: Cutアリス
[0:19:50] sin_key_law: μみたいでええな
[0:19:52] purplinze: けんきかっこよくなったななんか
[0:19:53] kuria0712: 男みたいなピック
[0:19:57] 1st_meridian: く、くる
[0:19:58] ディスタンス津田: 軽いしどんなかな
[0:20:00] インやめ: これなんてげーむ？
[0:20:02] てーヘん: かわよ
[0:20:02] らずきち: かわええ
[0:20:03] morimori03020320: 大剣女子
[0:20:03] からもこ: 幼女体型はクソデカ武器持つって相場は決まってんだよな
[0:20:05] yuzu_natu: かわいい
[0:20:05] scrapcrafter25: かわいい！
[0:20:07] やまだニキ: なんじゃも？？
[0:20:07] shibamaru3: このゲームいくらですか？
[0:20:07] ph11zyr: 女ばっかじゃんええな
[0:20:08] なっしー0812: E
[0:20:09] 昆布畑: キャラクターかわいい
[0:20:11] 仲根にど: キャラ可愛いな
[0:20:12] レベル補正: なんじゃもやん
[0:20:13] びりびり0810: かわいい〜
[0:20:15] のむのむの: ぷっさん系
[0:20:16] riasusieru: 半分とろろ
[0:20:17] てーヘん: これ刺さります
[0:20:17] sarusuberi22: ナン〇ャモっぽいのいるな
[0:20:18] GRANzHagisan: ルシー派
[0:20:19] takahashi_png: Kreygasm Kreygasm Kreygasm
[0:20:21] らい051: なんじゃもお
[0:20:23] ふうすけ100: ポリコレなくていいね
[0:20:23] えにくすさん: 見覚えがありすぎる
[0:20:26] callfield9: クロエちょっとナンジャモ
[0:20:27] はまオジ: スマホゲーっぽいUI
[0:20:29] tekitoodesu: w
[0:20:31] black0310000: そいつちっさくね?
[0:20:37] reu2501: Ｈで子供作り
[0:20:38] Gussan54: LOLっぽいなｗ
[0:20:42] kuria0712: sekiHH sekiHH
[0:20:43] ディスタンス津田: ヒロアカみたい
[0:20:48] _しもん: これMOBA?ｗ
[0:20:50] 1st_meridian: オ、オバウォ
[0:20:51] dvImwInvlgho: ガンエボみたい
[0:20:56] メメちゃん: 体力多いね
[0:20:58] gussan5532: OW3？
[0:20:59] クレヨンパステル: ニュータイプ
[0:20:59] wilkinson3389: 楽しそう！
[0:21:00] scrapcrafter25: 移動はっや
[0:21:02] kool882: これでCRカップやろう
[0:21:08] newoyag: おぉ
[0:21:10] 仲根にど: ファッキン童貞もみてます
[0:21:13] tekitoodesu: おぉ
[0:21:13] GRANzHagisan: 三人称のMOBA
[0:21:14] れいよん04: owか？
[0:21:16] ネコガン: 3DのMOBAか？
[0:21:17] えるねすです: ヒール厚い
[0:21:26] purplinze: ハルトマン
[0:21:26] reu2501: 理解や伊那
[0:21:27] びりびり0810: ヒットアンドアウェイだ
[0:21:30] gussan5532: どちらかというとコンパスか
[0:21:31] 1st_meridian: シューターじゃなかったｗ
[0:21:33] ぺんニキ: あ
[0:21:35] aaiebasyoyu: 成程この後ペイロ押すのか
[0:21:35] れいよん04: むずそうだな
[0:21:40] riasusieru: おばっち風ゲーム
[0:21:40] いいね_ボット: プレイヤースキルとかいらなそうだな
[0:21:43] strbks1: めっちゃ殴り合いだな
[0:21:47] おがちゃん0308: あーコンパスみあるな
[0:21:47] zaku_710: 見た目OWのmobaか
[0:21:47] みわ5: owぽい
[0:21:52] やまだニキ: タンクつええ
[0:21:52] artificial_prayer: 絵面はTPS版のOWっぽい
[0:21:54] Gussan54: これタンク強い説あるな
[0:21:54] Ahiru_saban: ドゥームフィストか味方タンク
[0:21:54] reu2501: 銃撃たせろ
[0:21:55] おもチ: PVと全く別ゲーに見える
[0:21:56] ph11zyr: デジモンにこんなのいなかったっけ
[0:21:57] かつおぶっしー: なんかボコボコにされてね？
[0:21:59] ikachan09: 陣取りみたいな感じか？
[0:22:03] GRANzHagisan: 地味に流行りそう
[0:22:04] えにくすさん: 早くないハイパースケープじゃないのこれ
[0:22:23] kuroame_0222: これ無料？
[0:22:24] tanpinmori: steam見たら賛否両論やん
[0:22:26] だくんだくん: 回復してるな
[0:22:27] びりびり0810: なんか陣取りされてない？
[0:22:30] ama_pla: コンパスか
[0:22:30] はっぱカッター: 難しそう
[0:22:33] purplinze: HPもっとあっていいだろこれ
[0:22:37] なっしー0812: 理解したらいろいろできそう
[0:22:38] musashi454: kill音気持ちい
[0:22:42] てーヘん: これなにしたら勝ち？w
[0:22:43] peteck14: BGMが欲しい
[0:22:45] reu2501: あいてなんかうまくね？
[0:22:46] えるねすです: タンク強すぎん？
[0:22:48] 昆布畑: 相性悪いんか？
[0:22:48] はっぱカッター: やってんね
[0:22:48] scrapcrafter25: wwwww
[0:22:52] kuria0712: NotLikeThis NotLikeThis NotLikeThis
[0:22:52] mimitabu__: 体弱いのにダメージ無いな
[0:22:54] wilkinson3389: 初見じゃない説w
[0:22:55] Ahiru_saban: ラインハルト強そうだな
[0:22:56] ajiaji810: こんけんき
[0:23:00] riasusieru: キャラ性能差がありすぎてあっちは当たりキャラのようで
[0:23:02] ふうすけ100: タンクおりゅ？
[0:23:03] GRANzHagisan: もしかして既プレイ………?
[0:23:04] かつおぶっしー: なんでBGMないんやろなｗ
[0:23:14] 仲根にど: もしかしてこれスマホもある感じか？
[0:23:17] matttiiiiiiii1: 既プレイいそう
[0:23:19] matrix_025: ロックオンみたいなもん無いんか？
[0:23:27] hiyokko3: なにこれオーバーウォッチ？
[0:23:29] black0310000: OW3か?これ
[0:23:39] えにくすさん: 韓国で先行リリースされてた説とかない？
[0:23:43] なっしー0812: エクスカリバー？
[0:23:43] _しもん: Qウルトね
[0:23:46] purplinze: ｗｗｗｗｗｗｗｗｗ
[0:23:48] えるねすです: つんよ
[0:23:48] からもこ: ！？
[0:23:48] aaiebasyoyu: うおお
[0:23:48] mimitabu__: つっよｗ
[0:23:49] fionana1: つよｗ
[0:23:49] Gussan54: つっよ
[0:23:49] びりびり0810: つええ
[0:23:51] dunas1833: つっよ
[0:23:51] ikachan09: owと上の表示はヴァロで下はlolみたいな感じやね
[0:23:52] morimori03020320: エクスカリバーやん
[0:23:53] musashi454: 何が起こったｗ
[0:23:53] rorifps_: えぐｗｗｗｗｗｗｗｗｗ
[0:23:56] からもこ: エフェクトド派手すぎるやろ
[0:24:00] GRANzHagisan: これナーフです
[0:24:02] osyoyuyasan: ^^/
[0:24:02] びりびり0810: エース！
[0:24:03] scrapcrafter25: つっよ
[0:24:03] sin_key_law: 楽しそう
[0:24:05] ぺんニキ: かっこいい
[0:24:11] artificial_prayer: これは気持ちいい
[0:24:12] newoyag: おもろそうやな
[0:24:21] 悪魔的うたのさん_たいら: 見てみたけどiosにはなさそう
[0:24:25] reu2501: かべばしりと壁下痢いる
[0:24:27] artificial_prayer: 早期アクセスだからまだ用意できてない？
[0:24:29] びりびり0810: 観戦だけどbgm聞こえてない
[0:24:31] はったん: なんかMMOみたいな操作感のMOBAってかんじ？
[0:24:32] kuria0712: BGMはロビー画面限定か
[0:24:41] scrapcrafter25: わちゃわちゃ
[0:24:47] mimitabu__: 虹彩みたいなの出てたな
[0:24:47] ajiaji810: ニュータイプのSEみたいなの面白いな
[0:24:47] 8818papaiya: 服部くんかな
[0:24:48] reu2501: 個人製作ＯＷ
[0:24:50] ふうすけ100: タンク無視でええやんこれ
[0:24:51] GRANzHagisan: 忍忍してきた
[0:24:55] purplinze: あんにょん
[0:24:56] takahashi_png: にんにんにん
[0:24:58] astonage: アフリカンの遊戯王の効果音の声真似説
[0:25:07] 仲根にど: 忍者もいます
[0:25:09] なっしー0812: ホバリング？
[0:25:09] _しもん: マーシーみたいな線が
[0:25:11] tAm4go: ルシオいない？
[0:25:18] royal_frsh: 海賊版ow？
[0:25:21] aozora0530: こたあ
[0:25:22] kuria0712: こたー
[0:25:24] astonage: これはやりそう
[0:25:26] shey1918: kenkiKota kenkiKota kenkiKota
[0:25:26] scrapcrafter25: こたも奮闘してます
[0:25:27] tekitoodesu: PopNemo PopNemo PopNemo PopNemo
[0:25:33] Tsutsutsu514: kenkiKota kenkiKota kenkiKota
[0:25:33] びりびり0810: こた大興奮
[0:25:37] はったん: ゲンジみたいだな
[0:25:38] ajiaji810: こたのウルト出てるな
[0:25:43] kuroame_0222: アクション要素あるのいいね
[0:25:46] はっぱカッター: つええ
[0:25:49] tanpinmori: レビューみたらタンクがあんまり強くなくて不人気とか言われてて可哀想
[0:25:49] ph11zyr: ラッシュゲンジみたいな感じか
[0:26:00] tekitoodesu: レイトキャラか
[0:26:01] artificial_prayer: 成長するのか
[0:26:04] rorifps_: このキャラ絶対人気だろうな
[0:26:07] nozzo_nicotwitch: こんけんき 案件き？
[0:26:07] Jamitov0083: このゲーム今同接24人みたいだけど約半数がここにいる？
[0:26:09] 仲根にど: でてまだ２、３ヶ月か
[0:26:09] Ahiru_saban: こっちでもタンク弱いのかよｗ
[0:26:11] ふうすけ100: 離脱しやすそう
[0:26:13] GRANzHagisan: 殴り合いメインでいいね
[0:26:13] ダンデり: こっちのチームバトルモイラいるんだが
[0:26:16] kuroame_0222: 機動力大事そう
[0:26:22] なっしー0812: タンクはヒーラーの力量じゃない？
[0:26:28] 悪魔的うたのさん_たいら: 案件だと#PRってつけないと違法やで
[0:26:34] sin_key_law: 帰ったらやりてえと思ったけど人いないのか
[0:26:41] はっぱカッター: 今ならみんな世界レベルじゃん
[0:26:50] mikenyan089: なんかゴチャゴチャしてんな
[0:26:56] keichi9029: 動きがデスイーターみたい
[0:26:59] sin_key_law: とんおり
[0:27:05] tenten6269: オーバウォッチ？
[0:27:10] kikori_ossan: 専属ヒーラーつええってｗ
[0:27:13] aaiebasyoyu: ザリアやん
[0:27:14] anti0124: 2.3ヵ月でその有様ということは・・・
[0:27:21] 仲根にど: 日本受けしそうなのに日本の解説動画ぜんぜんない
[0:27:23] からもこ: コンボがあるのね
[0:27:24] reu2501: う、ると
[0:27:30] はったん: OW1のドゥームみたいだなｗ
[0:27:31] morimori03020320: コマンドも要求されますと
[0:27:32] artificial_prayer: 流石にガードはないか
[0:27:32] のん8823: ウルト
[0:27:33] black0310000: HP6倍になってたぞ
[0:27:35] _しもん: けんき、うるとなんぱー？
[0:27:36] からもこ: 結構頑張ってはいる
[0:27:48] なっしー0812: ウルト中は無敵とかはない？
[0:27:48] scrapcrafter25: 敵多すぎる
[0:27:54] royal_frsh: ウルトは宝物じゃねー！
[0:28:07] GRANzHagisan: 音やっっす
[0:28:09] はまオジ: ゼニヤッタみたいなのいる
[0:28:10] reu2501: つっよ
[0:28:12] musashi454: おお
[0:28:13] _しもん: つよｗ
[0:28:13] mimitabu__: つっよｗｗｗ
[0:28:13] ふうすけ100: Www
[0:28:13] からもこ: いまだいけいけ
[0:28:13] びりびり0810: うおおおおお
[0:28:18] reu2501: ニダ！？
[0:28:30] ふうすけ100: 竜神のけんをくらえー
[0:28:34] 丸ゐ: BGMないの寂しいな
[0:28:39] ph11zyr: まあ韓国げーだし
[0:28:39] ぴょんす713: けんきほんとにミリしら？？？？
[0:28:41] 緋蜂: パンニハサムニダ
[0:28:49] konishiyukinaga1558: おしこめー
[0:28:54] からもこ: お、踏めた
[0:28:59] nozzo_nicotwitch: やっぱ韓国かイラストそれっぽいもんな
[0:29:01] はったん: 歯抜け萌え声みたいなやついたな
[0:29:17] メメちゃん: これ試合中にスコアボード見れんのかな
[0:29:29] kuria0712: ファラ
[0:29:30] scrapcrafter25: えっぐww
[0:29:31] rorifps_: ！？
[0:29:31] ph11zyr: ばれっじ
[0:29:33] ふうすけ100: ウルトゲーw
[0:29:41] black0310000: ジャンプ力と壁のバランスおかしくない?
[0:29:47] みゃおお: まじでOWだな
[0:29:48] callfield9: パンニタマゴハサムニダ
[0:29:49] artificial_prayer: ノックして連続で当たるのはキツすぎw
[0:29:50] ふうすけ100: リーパーみたいななってた
[0:29:56] mikenyan089: CODでいうドミ？
[0:29:58] 気圧に負けた男: 気圧に負けた男 subscribed with Prime. They've subscribed for 12 months! 
[0:30:07] からもこ: うまい
[0:30:09] aaiebasyoyu: うま
[0:30:14] おもチ: 一人で突っ込まないで
[0:30:29] tekitoodesu: 回避もむずいのか
[0:30:29] ぺんニキ: にだにだ
[0:30:34] はったん: さっきのバリアみたいなのウルト？
[0:30:35] _しもん: ファラ必要だな
[0:30:38] anti0124: 今ニダっつった？
[0:30:40] kuria0712: タンク居るの?
[0:30:41] 2期: gg
[0:30:42] かつおぶっしー: タンクの後ろでチクチクするのが良さそう
[0:30:43] 昆布畑: スキル帰れるらしいけどやり方が分からね
[0:30:45] ダンデり: こっちなぜかDPSが三人です
[0:30:45] scrapcrafter25: gg
[0:30:47] おもチ: リスナーつよい
[0:30:49] artificial_prayer: けっこう固まるから単体火力より範囲技強そうね
[0:30:51] ふうすけ100: 逃げ帰るやつ撃てないのはきつい
[0:30:53] コードネームクア: BloodTrail
[0:30:53] けろる: エコーみたい
[0:30:56] 仲根にど: 負けニダ
[0:30:56] aaiebasyoyu: る、しお
[0:30:58] なっしー0812: ウルトは時間でたまる？
[0:31:01] コードネームクア: だれw
[0:31:04] scrapcrafter25: るしおww
[0:31:08] artificial_prayer: あ
[0:31:08] ふうすけ100: あ
[0:31:10] びりびり0810: www
[0:31:11] ててて데데데: w
[0:31:11] tekitoodesu: あ
[0:31:12] らい051: 草
[0:31:13] ama_pla: あ
[0:31:13] kuria0712: BibleThump BibleThump BibleThump BibleThump
[0:31:13] tdn_ndt: あ
[0:31:13] tanpinmori: ｗｗｗ
[0:31:13] takahashi_png: WutFace
[0:31:13] ウォッチっち: あ
[0:31:14] オ〇ンポス: あ
[0:31:14] scrapcrafter25: あ
[0:31:15] sin_key_law: お口ワルワル
[0:31:15] musashi454: こわいいよう
[0:31:16] ph11zyr: るしあ
[0:31:16] 気圧に負けた男: 草
[0:31:17] はったん: ｗｗｗｗ
[0:31:18] 緋蜂: ゴミすぎて草
[0:31:18] ぴょんす713: あ
[0:31:20] ぺんニキ: あ
[0:31:20] kuroame_0222: 草
[0:31:20] コードネームクア: BloodTrail BloodTrail
[0:31:22] 昆布畑: 最低w
[0:31:22] 仲根にど: あ
[0:31:24] anti0124: ら。い
[0:31:25] かつおぶっしー: みりしらでドヤってるヤツいるってマ？
[0:31:27] 仲根にど: 炎上しろ
[0:31:29] _しもん: これが噂のパルワールドですか
[0:31:32] sirochacha: あと4人入れば勝てた？
[0:31:38] からもこ: これ視聴者とやってたのか
[0:31:38] 名無し333: ここ、民度試しです
[0:31:42] kuria0712: 暴言の後に入る人居る?
[0:31:42] murasima: けんきがかわれ
[0:31:44] artificial_prayer: 同接この配信だけのゲームでトキシック出さないで
[0:31:46] コードネームクア: FrankerZ
[0:31:47] みゃおお: なら一人でやってろって言われるぞ
[0:31:49] チャンマス: これ、インディーズ？
[0:31:50] MrYasu02: トキシック理論で草
[0:31:53] ぺんニキ: こたも同意してます
[0:31:54] amagi0320: このゲームガチで何かが足りないよな
[0:32:03] kikori_ossan: もうヒールもらえません
[0:32:09] かつおぶっしー: なんか惜しい感ある
